cntry_code,cntry_name,market_value_residence_2003,market_value_nationality_2003,mv_difference_nat_vs_res_2003,market_value_residence_2004,market_value_nationality_2004,mv_difference_nat_vs_res_2004,market_value_residence_2005,market_value_nationality_2005,mv_difference_nat_vs_res_2005,market_value_residence_2006,market_value_nationality_2006,mv_difference_nat_vs_res_2006,market_value_residence_2007,market_value_nationality_2007,mv_difference_nat_vs_res_2007,market_value_residence_2008,market_value_nationality_2008,mv_difference_nat_vs_res_2008,market_value_residence_2009,market_value_nationality_2009,mv_difference_nat_vs_res_2009,market_value_residence_2010,market_value_nationality_2010,mv_difference_nat_vs_res_2010,market_value_residence_2011,market_value_nationality_2011,mv_difference_nat_vs_res_2011,market_value_residence_2012,market_value_nationality_2012,mv_difference_nat_vs_res_2012,market_value_residence_2013,market_value_nationality_2013,mv_difference_nat_vs_res_2013,market_value_residence_2014,market_value_nationality_2014,mv_difference_nat_vs_res_2014,market_value_residence_2015,market_value_nationality_2015,mv_difference_nat_vs_res_2015,market_value_residence_2016,market_value_nationality_2016,mv_difference_nat_vs_res_2016,market_value_residence_2017,market_value_nationality_2017,mv_difference_nat_vs_res_2017,market_value_residence_2018,market_value_nationality_2018,mv_difference_nat_vs_res_2018,market_value_residence_2019,market_value_nationality_2019,mv_difference_nat_vs_res_2019,market_value_residence_2020,market_value_nationality_2020,mv_difference_nat_vs_res_2020
35319,"BAHAMAS, THE",1786,785,-1001,1632,1303,-329,2250,1773,-477,897,77,-820,1047,276,-771,454,53,-401,654,78,-576,1050,84,-966,562,48,-515,581,32,-550,759,218,-541,898,263,-635,31,28,-3,89,8,-81,865,52,-813,532,452,-81,925,85,-841,747,57,-690
35602,BERMUDA,106515,8525,-97990,151432,12817,-138615,170007,14244,-155763,184597,7239,-177358,247784,8177,-239607,136968,2813,-134156,113929,3170,-110759,123512,3419,-120094,110977,2094,-108884,129092,10409,-118683,159587,9343,-150243,169713,9730,-159983,154003,5071,-148932,175022,2275,-172747,194625,4814,-189811,168278,8365,-159912,198300,7495,-190806,195820,6728,-189092
35718,BELIZE,25,28,3,26,32,6,41,41,0,27,27,0,56,56,0,23,23,0,17,17,0,18,12,-5,18,4,-13,40,3,-37,32,2,-30,2,2,0,1,1,0,1,1,0,2,2,0,1,1,0,3,3,0,0,0,0
35807,BRITISH VIRGIN ISLANDS,1589,160,-1429,3104,775,-2329,4739,1320,-3419,3698,1139,-2559,4263,1440,-2823,2413,577,-1835,3410,1076,-2334,5349,1466,-3883,6911,1390,-5521,12207,2353,-9854,24038,7506,-16532,21532,6391,-15141,12835,3647,-9189,9146,734,-8412,14744,2365,-12379,12873,2121,-10752,15966,1591,-14374,17223,1283,-15940
36137,CAYMAN ISLANDS,35661,3511,-32150,56470,7393,-49077,82006,21965,-60041,101227,4408,-96819,158802,10881,-147921,35913,3727,-32185,83673,5420,-78253,98017,7838,-90179,93636,7550,-86086,120539,30537,-90001,276607,125402,-151205,240584,60549,-180035,285418,55727,-229692,238084,6732,-231352,546941,50865,-496077,482897,64615,-418282,608834,57941,-550893,972374,96895,-875479
36161,"BONAIRE, SINT EUSTATIUS, & SABA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36188,CURACAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76868,50,-76818,71645,702,-70943,62020,43,-61977,83577,8,-83569,67578,63,-67515,35010,31,-34979,39350,9,-39342,20529,12,-20518
36196,SINT MAARTEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36218,DOMINICA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36307,FALKLAND ISLANDS,0,0,0,0,0,0,1,1,0,1,1,0,3,1,-2,1,1,0,4,1,-2,29,2,-28,17,0,-17,24,0,-24,18,1,-17,12,10,-2,5,0,-5,1,0,-1,0,0,0,1,1,0,1,1,0,0,0,0
36404,FRENCH GUIANA,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36471,ST MARTIN & ST BARTHELEMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36706,GRENADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36803,GUADELOUPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37001,AND SMALLER FRENCH ISLANDS IN THE WEST INDIES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37109,MONTSERRAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37206,NETHERLANDS ANTILLES,23302,2537,-20765,28669,2974,-25695,45195,4208,-40987,56043,58,-55985,87646,270,-87376,36912,186,-36726,55867,224,-55643,81540,324,-81216,60302,221,-60081,60055,574,-59481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37303,SAINT KITTS AND NEVIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37508,SAINT LUCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37605,SAINT VINCENT AND THE GRENADINES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37702,SURINAME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37818,TURKS AND CAICOS ISLANDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0
40401,AFGHANISTAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40703,BAHRAIN,0,0,0,0,0,0,0,0,0,16,16,0,194,194,0,52,52,0,8,8,0,19,19,0,16,16,0,23,23,0,23,23,0,345,345,0,212,214,2,237,237,0,123,124,1,99,99,0,356,356,0,234,234,0
40746,BANGLADESH,0,0,0,0,0,0,0,0,0,4,4,0,163,129,-34,46,31,-15,12,12,0,69,66,-3,79,73,-5,102,99,-4,235,231,-4,580,580,0,564,557,-6,578,551,-27,841,803,-38,704,673,-31,592,572,-20,476,421,-55
40819,BHUTAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41009,BRUNEI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41106,BURMA (MYANMAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41203,CAMBODIA,0,0,0,0,0,0,0,0,0,0,2,2,0,38,38,0,44,44,0,30,30,0,42,42,0,68,68,0,200,200,0,511,511,0,350,350,0,200,200,0,213,213,0,363,363,0,476,476,0,598,598,0,372,372
41319,SRI LANKA,33,33,0,31,31,0,74,74,0,145,145,0,166,166,0,64,64,0,224,224,0,704,704,0,529,529,0,557,557,0,586,586,0,819,819,0,540,540,0,399,399,0,497,497,0,338,338,0,333,333,0,183,183,0
41408,"CHINA, MAINLAND",12878,24170,11292,11641,23211,11570,26505,44561,18056,73796,116097,42301,95598,192591,96993,53170,100556,47386,101382,195969,94588,100366,232836,132471,73482,190113,116631,90112,221381,131269,97683,261669,163986,125835,329399,203564,98380,345945,247565,95161,328641,233479,154118,645051,490933,147388,563061,415674,200093,724944,524851,246949,1013927,766978
42005,HONG KONG,36072,30965,-5107,35153,38039,2886,43739,46649,2910,84603,76192,-8411,117827,106079,-11748,59604,48601,-11003,88966,80302,-8664,129493,110977,-18516,108146,91886,-16259,133051,113792,-19259,128588,131580,2992,132335,128450,-3885,123572,124350,777,111749,120702,8953,146560,165929,19368,150707,155086,4379,160171,175714,15543,149949,190903,40954
42102,INDIA,18407,18406,-1,23091,23089,-2,32666,32664,-2,47590,47486,-104,81378,81385,6,28800,28892,92,61309,61535,226,86286,86621,335,54364,54751,388,74065,74549,483,81778,83033,1255,121107,122854,1747,119281,120671,1389,121962,123331,1369,178919,181555,2636,162306,164062,1756,182701,187446,4745,219328,224697,5369
42218,INDONESIA,4371,4371,0,6096,6100,4,7126,7126,0,11463,11463,0,15075,15077,2,7017,7017,0,15461,15461,0,25237,25250,12,27156,27105,-51,30324,26427,-3898,24124,20874,-3250,31904,31908,4,25377,25377,0,30336,30336,0,39773,39810,38,33925,33957,32,36233,36277,44,30173,30202,29
42307,IRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42404,IRAQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
42501,ISRAEL,16267,16289,22,19030,19046,16,29113,29132,19,25899,25839,-60,38800,38799,-1,30869,30868,-1,44208,44206,-2,44684,44692,8,37006,37044,38,37128,35686,-1442,46048,40753,-5295,56727,54588,-2139,60895,67200,6305,45929,51071,5143,48131,48879,748,46393,47886,1493,50222,55982,5760,70205,83082,12877
42609,JAPAN,255126,255144,18,329834,329873,39,492105,492212,107,541878,542100,222,525725,525880,155,343618,343720,102,367560,367646,86,445144,445173,29,387208,387247,39,421790,421817,27,597475,597503,28,579876,581554,1678,684375,684537,162,686556,686798,243,894686,894890,204,749480,749942,463,906776,907104,327,994388,994608,220
42706,JORDAN,40,40,0,18,18,0,40,40,0,28,28,0,83,83,0,52,52,0,65,63,-1,87,87,0,106,106,0,142,142,0,162,162,0,196,196,0,136,136,0,147,147,0,148,148,0,115,115,0,97,97,0,35,35,0
43001,"KOREA, SOUTH",47327,47327,0,64450,64448,-2,105593,105587,-6,110041,110037,-4,125458,125445,-14,44001,44001,0,85287,85277,-9,118933,118921,-12,112952,112942,-10,136417,136429,12,140705,140792,88,133586,132634,-952,131475,131457,-18,143211,142813,-398,226288,226240,-48,177519,177495,-24,196318,196294,-23,255769,255651,-118
43109,KUWAIT,0,0,0,0,0,0,0,0,0,0,0,0,8,0,-8,62,62,0,117,117,0,235,235,0,283,283,0,290,290,0,535,535,0,788,788,0,645,643,-2,574,491,-83,640,550,-90,1536,1379,-157,2649,2409,-240,3643,3643,0
43303,LAOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43419,LEBANON,23,23,0,49,49,0,100,100,0,87,87,0,141,141,0,90,90,0,136,136,0,166,166,0,153,153,0,150,150,0,85,85,0,241,241,0,88,88,0,79,79,0,57,57,0,32,32,0,5,5,0,8,8,0
43508,MACAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43605,MALAYSIA,4055,3974,-81,6446,6691,245,6901,7177,276,10754,11041,287,17637,18041,404,6658,6916,258,12056,12249,193,20097,20099,2,20506,20506,0,25056,25056,0,28287,28318,31,25244,25319,75,19596,19637,41,18467,18492,26,26211,26242,31,21965,21998,33,20716,20746,30,18459,18497,37
43702,MALDIVES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43818,MONGOLIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44105,OMAN,0,0,0,0,0,0,90,90,0,252,252,0,786,786,0,262,262,0,233,233,0,306,306,0,280,280,0,387,387,0,475,475,0,630,630,0,334,334,0,300,280,-20,159,159,0,156,131,-25,143,114,-29,50,50,0
44202,NEPAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44407,"KOREA, NORTH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44709,PAKISTAN,85,85,0,111,111,0,363,363,0,773,773,0,1428,1428,0,434,434,0,491,493,2,881,883,2,677,678,1,1025,1027,1,1269,1271,2,2065,2065,0,1811,1811,0,2763,2765,2,2116,2113,-3,1343,1344,2,1272,1274,2,796,817,21
44806,PHILIPPINES,1484,1467,-17,2064,2064,0,3058,3058,0,6049,6049,0,9869,9869,0,4267,4264,-2,6086,6086,0,9020,9020,0,9263,9263,0,14582,14582,0,13861,13798,-63,18277,18153,-124,16307,16287,-19,15738,15711,-27,20882,20882,0,19300,19293,-7,19980,19974,-6,14558,14550,-8
45004,EAST TIMOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45101,QATAR,0,0,0,1,1,0,0,0,0,0,0,0,355,355,0,393,393,0,366,366,0,651,651,0,708,708,0,786,786,0,1570,1570,0,2837,2837,0,2423,2423,0,3227,3247,20,3439,3439,0,5728,5728,0,6292,6292,0,5870,5870,0
45608,SAUDI ARABIA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,5,5,0,16,16,5,34,29,88,168,80,267,355,89,655,811,157,15113,15353,240,20866,20601,-265
46019,SINGAPORE,21921,15727,-6194,23475,18961,-4514,28698,24490,-4208,42819,36551,-6268,53827,45335,-8492,22800,21310,-1490,42349,39445,-2905,51049,47443,-3606,44105,38397,-5708,53226,47761,-5465,56342,45948,-10394,67854,46673,-21181,77000,39088,-37912,94525,37193,-57331,136769,52323,-84446,47544,44867,-2677,51985,51954,-31,46573,70467,23894
46205,SYRIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46302,TAIWAN,26936,27097,161,34530,34522,-8,57053,57254,201,74189,75186,997,80891,82114,1223,41121,41392,271,76495,76975,480,94115,94496,381,71696,72360,665,87305,88609,1303,97830,100065,2234,114008,115650,1642,107507,109155,1648,130239,131497,1258,177691,181430,3738,157941,161920,3979,214775,221273,6499,304166,319947,15781
46418,THAILAND,6323,6333,10,5759,5760,1,8768,8773,5,10823,10842,19,15748,15775,27,6578,6587,9,12792,12967,174,20988,21283,295,21283,21963,680,33182,34048,866,28324,29052,728,33961,33990,29,26807,26830,23,34035,34075,40,46522,46552,30,34209,36034,1824,36688,36688,0,28165,28165,0
46604,UNITED ARAB EMIRATES,0,7,7,0,44,44,45,230,185,29,244,215,832,1448,616,315,440,125,596,879,284,958,1268,310,999,1315,316,1568,1896,327,3731,4431,700,5244,6511,1267,5970,6611,641,7171,7608,438,8512,9420,908,7603,7609,5,7249,7253,3,5776,5856,80
46906,VIETNAM,0,0,0,0,0,0,0,0,0,0,0,0,11,59,48,6,8,2,176,174,-2,406,398,-8,652,641,-10,1073,1065,-8,1392,1387,-5,1778,1778,0,1978,1984,5,1934,1906,-28,2883,2889,6,2605,2605,0,2368,2368,0,2479,2479,0
47104,YEMEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47201,WEST BANK AND GAZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,25,25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50105,ALGERIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50202,ANGOLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50504,BOTSWANA,3,3,0,3,3,0,3,3,0,4,3,-1,5,3,-2,11,9,-2,40,40,0,45,45,0,63,63,0,66,66,0,68,68,0,98,98,0,78,78,0,48,48,0,45,45,0,39,39,0,30,30,0,17,17,0
50806,BURUNDI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51004,CAMEROON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,-1,4,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51209,"CAPE VERDE, REPUBLIC OF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51306,CENTRAL AFRICAN REPUBLIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51403,CHAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51519,COMOROS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51608,CONGO (BRAZZAVILLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51705,CONGO (KINSHASA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51802,BENIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51942,EQUATORIAL GUINEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52019,ERITREA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52108,ETHIOPIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52302,DJIBOUTI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52418,GABON,4,4,0,6,6,0,7,7,0,7,7,0,17,17,0,5,5,0,6,6,0,5,5,0,6,6,0,9,9,0,20,20,0,11,11,0,4,4,0,3,3,0,3,3,0,6,6,0,7,7,0,8,8,0
52507,"GAMBIA, THE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52604,GHANA,349,349,0,3,3,0,2,2,0,2,2,0,20,20,0,15,15,0,15,15,0,32,32,0,35,35,0,50,50,0,140,140,0,66,66,0,45,45,0,22,20,-1,44,42,-2,118,112,-6,81,75,-6,60,55,-5
52701,GUINEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53007,COTE D'IVOIRE (IVORY COAST),0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,0,3,3,0,5,5,0,5,5,0,9,9,0,7,7,0,5,5,0,5,5,0,6,6,0,54,7,-47,11,11,0,14,14,0
53104,KENYA,6,6,0,2,2,0,3,3,0,7,7,0,24,24,0,32,32,0,95,94,-1,187,179,-8,214,207,-7,436,411,-25,787,758,-28,1038,1038,0,803,783,-20,882,863,-19,1179,1167,-12,841,832,-9,1175,1168,-7,919,916,-3
53155,LESOTHO,2,2,0,25,20,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53201,LIBERIA,2589,236,-2353,5866,559,-5307,5172,551,-4621,4253,108,-4145,5053,308,-4745,1834,167,-1667,2153,128,-2025,3535,198,-3338,2103,90,-2013,2766,39,-2727,3575,7,-3568,8664,2,-8662,11636,0,-11636,10193,0,-10193,14741,0,-14741,11800,0,-11799,17426,0,-17426,11873,0,-11873
53309,LIBYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53392,SOUTH SUDAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53406,MADAGASCAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-2,0,0,0,2,0,-2,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53503,MALAWI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,0,0,0,0,0,0,4,4,0,1,1,0,3,3,0,2,2,0,4,4,0,0,0,0,0,0,0
53589,MALI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53708,MAURITANIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53805,MAURITIUS,5,5,0,15,15,0,23,23,0,117,117,0,410,133,-277,163,50,-113,506,88,-418,1282,151,-1131,1513,307,-1205,1838,613,-1225,2759,1573,-1186,2225,825,-1400,1891,1310,-581,2187,940,-1246,2415,884,-1531,1787,630,-1157,1732,757,-974,2082,774,-1308
54003,MOROCCO,16,16,0,89,89,0,231,231,0,268,268,0,331,331,0,349,349,0,246,246,0,383,383,0,353,353,0,523,523,0,399,397,-2,529,529,0,427,427,0,579,579,0,487,487,0,355,355,0,349,349,0,281,275,-6
54089,MOZAMBIQUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0
54127,NAMIBIA,0,0,0,1,1,0,1,1,0,2,2,0,3,3,0,3,3,0,4,4,0,1,1,0,2,2,0,1,1,0,5,5,0,46,46,0,1,44,43,72,72,0,231,231,0,318,318,0,153,153,0,100,100,0
54208,NIGER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0
54305,NIGERIA,30,30,0,6,6,0,4,4,0,10,10,0,231,231,0,91,91,0,257,257,0,667,667,0,804,804,0,1772,1772,0,2528,2671,143,2243,2292,49,1456,1489,33,919,922,3,1294,1349,54,1029,1029,0,875,834,-41,593,592,-1
54402,GUINEA-BISSAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54607,REUNION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
