cntry_code,cntry_name,market_value_residence_2003,market_value_nationality_2003,mv_difference_nat_vs_res_2003,market_value_residence_2004,market_value_nationality_2004,mv_difference_nat_vs_res_2004,market_value_residence_2005,market_value_nationality_2005,mv_difference_nat_vs_res_2005,market_value_residence_2006,market_value_nationality_2006,mv_difference_nat_vs_res_2006,market_value_residence_2007,market_value_nationality_2007,mv_difference_nat_vs_res_2007,market_value_residence_2008,market_value_nationality_2008,mv_difference_nat_vs_res_2008,market_value_residence_2009,market_value_nationality_2009,mv_difference_nat_vs_res_2009,market_value_residence_2010,market_value_nationality_2010,mv_difference_nat_vs_res_2010,market_value_residence_2011,market_value_nationality_2011,mv_difference_nat_vs_res_2011,market_value_residence_2012,market_value_nationality_2012,mv_difference_nat_vs_res_2012,market_value_residence_2013,market_value_nationality_2013,mv_difference_nat_vs_res_2013,market_value_residence_2014,market_value_nationality_2014,mv_difference_nat_vs_res_2014,market_value_residence_2015,market_value_nationality_2015,mv_difference_nat_vs_res_2015,market_value_residence_2016,market_value_nationality_2016,mv_difference_nat_vs_res_2016,market_value_residence_2017,market_value_nationality_2017,mv_difference_nat_vs_res_2017,market_value_residence_2018,market_value_nationality_2018,mv_difference_nat_vs_res_2018,market_value_residence_2019,market_value_nationality_2019,mv_difference_nat_vs_res_2019,market_value_residence_2020,market_value_nationality_2020,mv_difference_nat_vs_res_2020
36137,CAYMAN ISLANDS,572,463,-109,312,236,-76,280,280,0,117,4,-113,140,0,-140,122,0,-122,220,177,-43,234,190,-44,230,218,-12,578,574,-3,956,628,-328,431,390,-41,221,221,0,487,257,-230,818,547,-272,2557,350,-2208,2557,478,-2079,2773,306,-2467
36161,"BONAIRE, SINT EUSTATIUS, & SABA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36188,CURACAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36196,SINT MAARTEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36218,DOMINICA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36307,FALKLAND ISLANDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36404,FRENCH GUIANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36471,ST MARTIN & ST BARTHELEMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36706,GRENADA,5,5,0,2,2,0,2,2,0,16,16,0,14,14,0,9,9,0,10,10,0,19,19,0,28,28,0,25,25,0,20,20,0,19,19,0,28,28,0,34,34,0,38,38,0,44,44,0,38,38,0,35,35,0
36803,GUADELOUPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37001,AND SMALLER FRENCH ISLANDS IN THE WEST INDIES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37109,MONTSERRAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37206,NETHERLANDS ANTILLES,0,0,0,6,6,0,5,4,-1,181,6,-174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37303,SAINT KITTS AND NEVIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37508,SAINT LUCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37605,SAINT VINCENT AND THE GRENADINES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,10,0,1,1,0,1,1,0,1,1,0,1,1,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37702,SURINAME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,257,0,188,188,0,100,100,0,95,95,0,113,113,0
37818,TURKS AND CAICOS ISLANDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,109,0,111,111,0,108,108,0,114,114,0,109,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40401,AFGHANISTAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40703,BAHRAIN,0,0,0,34,34,0,18,18,0,7,7,0,0,0,0,0,0,0,0,0,0,201,201,0,127,127,0,212,212,0,316,316,0,366,366,0,131,131,0,419,419,0,688,688,0,1162,1162,0,1919,1919,0,2387,2387,0
40746,BANGLADESH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
40819,BHUTAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41009,BRUNEI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41106,BURMA (MYANMAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41203,CAMBODIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41319,SRI LANKA,15,15,0,19,19,0,16,16,0,30,30,0,96,96,0,78,78,0,793,793,0,1106,1106,0,1315,1315,0,1683,1683,0,2159,2159,0,2663,2663,0,2577,2577,0,3123,3123,0,3709,3709,0,3223,3223,0,3051,3051,0,1617,1611,-7
41408,"CHINA, MAINLAND",579,579,0,481,481,0,406,406,0,464,464,0,332,332,0,363,363,0,399,399,0,869,871,2,1514,1514,0,576,576,0,588,588,0,466,466,0,444,444,0,714,917,203,1360,1550,190,1925,2071,146,10135,9647,-488,28467,27846,-621
42005,HONG KONG,53,53,0,329,329,0,300,300,0,393,393,0,465,465,0,200,200,0,291,291,0,986,984,-2,1430,1430,0,712,712,0,352,349,-3,167,164,-3,218,218,0,105,105,0,174,174,0,152,173,21,213,239,26,135,160,25
42102,INDIA,0,0,0,33,33,0,31,31,0,20,20,0,0,0,0,0,0,0,61,61,0,58,58,0,142,142,0,220,220,0,236,236,0,3530,3530,0,4004,4004,0,3854,3854,0,7261,7261,0,6118,6654,536,7014,6958,-56,3193,3316,122
42218,INDONESIA,362,362,0,594,594,0,1440,1440,0,2107,2107,0,2876,2876,0,3725,3725,0,6852,6852,0,9117,9117,0,10893,10893,0,12297,12297,0,10602,10602,0,15626,15626,0,17616,17616,0,21950,21950,0,27937,27937,0,25020,25088,68,28225,28206,-19,29132,28947,-185
42307,IRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42404,IRAQ,0,0,0,0,0,0,0,0,0,308,308,0,260,260,0,220,220,0,586,586,0,338,338,0,614,614,0,781,781,0,548,572,23,588,588,0,504,504,0,605,605,0,2047,2047,0,1908,1908,0,2001,2001,0,1746,1746,0
42501,ISRAEL,9679,9679,0,13853,13853,0,13961,13961,0,14196,14196,0,13976,13976,0,13771,13771,0,13280,13280,0,15564,15564,0,17658,17619,-39,16591,16557,-34,14948,14918,-30,14967,14967,0,13823,13823,0,14648,14648,0,14939,14939,0,15454,15364,-90,15550,15196,-354,18422,17978,-444
42609,JAPAN,24589,24589,0,33859,33859,0,28252,28252,0,37791,38279,488,49699,49699,0,39322,39322,0,34176,34176,0,37380,37380,0,42507,42507,0,50738,50738,0,53358,53358,0,55541,55541,0,55799,55799,0,57092,57092,0,73525,73525,0,84055,83531,-523,85647,86236,590,81447,80703,-745
42706,JORDAN,2,2,0,22,22,0,32,32,0,17,17,0,25,25,0,25,25,0,26,26,0,10,10,0,30,30,0,82,82,0,917,917,0,1701,1701,0,3028,3028,0,3543,3543,0,4487,4487,0,4324,4324,0,3247,3247,0,2720,2720,0
43001,"KOREA, SOUTH",2884,2884,0,3165,3165,0,2817,2817,0,3818,3818,0,4089,4089,0,2691,2691,0,10805,10805,0,16342,16342,0,16869,16869,0,15689,15689,0,19655,19655,0,7609,7609,0,15066,15066,0,10119,10119,0,9747,9747,0,7771,7771,0,9604,9604,0,11181,11176,-5
43109,KUWAIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1792,1792,0,1723,1723,0,1597,1597,0,1548,1548,0
43303,LAOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,47,0
43419,LEBANON,97,97,0,155,155,0,285,285,0,265,265,0,272,272,0,179,179,0,160,160,0,297,297,0,307,307,0,560,560,0,499,499,0,871,871,0,904,904,0,2599,2599,0,3857,3857,0,2255,2255,0,987,987,0,318,318,0
43508,MACAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43605,MALAYSIA,1185,1185,0,1394,1394,0,1618,1618,0,1650,1650,0,2981,2981,0,2604,2604,0,3836,3836,0,6935,6935,0,7953,7953,0,9590,9590,0,10694,10973,279,7642,7642,0,8844,8844,0,8228,8228,0,8635,8635,0,5894,6121,227,7503,7286,-217,6549,6365,-184
43702,MALDIVES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,32,32,0,34,34,0,12,12,0
43818,MONGOLIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,329,0,271,271,0,196,196,0,359,359,0,500,500,0,909,909,0,903,903,0,852,852,0,661,661,0
44105,OMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,371,0,1607,1607,0,2831,2831,0,3252,3252,0,3088,3074,-14
44202,NEPAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44407,"KOREA, NORTH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44709,PAKISTAN,48,48,0,20,20,0,15,15,0,187,187,0,255,255,0,176,176,0,248,248,0,244,244,0,150,150,0,261,261,0,148,148,0,852,852,0,956,956,0,820,820,0,1077,1077,0,1108,1108,0,816,816,0,839,839,0
44806,PHILIPPINES,2452,2452,0,2638,2638,0,3180,3180,0,3541,3541,0,3404,3404,0,2166,2166,0,2423,2423,0,6532,6532,0,7345,7345,0,6619,6619,0,6310,6310,0,7367,7367,0,5696,5696,0,5797,5797,0,6117,6117,0,5574,5574,0,5692,5692,0,7400,7475,75
45004,EAST TIMOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45101,QATAR,4321,4321,0,450,450,0,412,412,0,315,315,0,278,278,0,223,223,0,3265,3265,0,2610,2610,0,3326,3326,0,2809,2809,0,2187,2187,0,1519,1519,0,1054,1054,0,1970,1970,0,2804,2804,0,6040,6040,0,10314,10314,0,12740,12714,-27
45608,SAUDI ARABIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3432,3432,0,6690,6690,0,6717,6717,0,9057,9057,0,10289,10235,-54
46019,SINGAPORE,180,180,0,611,611,0,1800,1800,0,2462,2462,0,2723,2723,0,1293,1293,0,981,981,0,1734,1734,0,4765,4765,0,3574,3574,0,2719,2719,0,2936,2936,0,2776,2776,0,2557,2557,0,3955,3955,0,2897,2897,0,2743,2723,-19,2257,2268,11
46205,SYRIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46302,TAIWAN,55,55,0,52,52,0,52,52,0,0,0,0,63,63,0,74,74,0,185,185,0,278,278,0,305,305,0,103,103,0,18,18,0,105,105,0,65,65,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0
46418,THAILAND,341,341,0,503,503,0,644,644,0,757,757,0,65,65,0,397,397,0,608,608,0,1338,1338,0,1579,1579,0,2339,2339,0,2827,2827,0,2554,2554,0,1990,1990,0,2299,2299,0,3369,3369,0,4499,4499,0,5444,5392,-52,4499,4436,-62
46604,UNITED ARAB EMIRATES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,161,0,549,549,0,418,437,19,522,591,69,324,364,40,263,280,17,95,75,-20,98,98,0,443,453,10,2939,2982,43,2574,2689,116,4661,4761,99,7948,8057,109
46906,VIETNAM,81,81,0,113,113,0,306,306,0,231,231,0,233,233,0,192,192,0,224,224,0,657,657,0,667,667,0,689,689,0,603,603,0,487,487,0,649,649,0,456,456,0,480,480,0,548,548,0,615,595,-20,464,464,0
47104,YEMEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47201,WEST BANK AND GAZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50105,ALGERIA,45,45,0,10,10,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50202,ANGOLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,62,0,0,0,0,0,0,429,429,0,349,349,0,444,444,0,1381,1381,0,1514,1514,0,2154,2154,0
50504,BOTSWANA,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50806,BURUNDI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51004,CAMEROON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,180,0,228,228,0,235,235,0,205,205,0,283,283,0,269,269,0
51209,"CAPE VERDE, REPUBLIC OF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51306,CENTRAL AFRICAN REPUBLIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51403,CHAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51519,COMOROS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51608,CONGO (BRAZZAVILLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,149,149,0,177,177,0,223,223,0,252,252,0,255,255,0,251,251,0,135,135,0,130,130,0,98,98,0,160,160,0,78,78,0
51705,CONGO (KINSHASA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51802,BENIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,160,0,123,123,0
51942,EQUATORIAL GUINEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52019,ERITREA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52108,ETHIOPIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,231,0,140,140,0,219,219,0,235,235,0,224,224,0,246,246,0,223,223,0
52302,DJIBOUTI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52418,GABON,0,0,0,0,0,0,0,0,0,0,0,0,260,260,0,194,194,0,251,251,0,204,204,0,162,162,0,186,186,0,378,378,0,319,319,0,298,298,0,489,489,0,560,560,0,489,489,0,654,654,0,681,681,0
52507,"GAMBIA, THE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52604,GHANA,0,0,0,0,0,0,0,0,0,1,1,0,168,168,0,94,94,0,214,214,0,335,335,0,414,414,0,531,531,0,700,700,0,898,898,0,1185,1185,0,1684,1684,0,3112,3112,0,2709,2709,0,2846,2846,0,3333,3333,0
52701,GUINEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53007,COTE D'IVOIRE (IVORY COAST),38,38,0,83,83,0,75,75,0,92,92,0,153,153,0,60,60,0,261,261,0,178,178,0,284,284,0,710,710,0,737,737,0,1014,1014,0,1447,1447,0,1328,1328,0,1642,1642,0,1592,1592,0,1784,1784,0,2219,2219,0
53104,KENYA,0,0,0,10,10,0,12,12,0,8,8,0,8,8,0,7,7,0,6,6,0,5,5,0,5,5,0,4,4,0,51,51,0,1003,1003,0,901,901,0,905,905,0,652,652,0,1071,1071,0,1795,1795,0,1938,1938,0
53155,LESOTHO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53201,LIBERIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53309,LIBYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53392,SOUTH SUDAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53406,MADAGASCAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53503,MALAWI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53589,MALI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53708,MAURITANIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53805,MAURITIUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54003,MOROCCO,80,80,0,136,136,0,114,114,0,28,28,0,46,46,0,21,21,0,47,47,0,92,92,0,64,64,0,488,488,0,686,686,0,909,909,0,923,923,0,857,857,0,733,733,0,709,709,0,984,977,-7,2011,2011,0
54089,MOZAMBIQUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,0,95,95,0,106,106,0,78,78,0,146,146,0
54127,NAMIBIA,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,164,0,129,129,0,87,87,0,55,55,0,197,197,0,277,277,0,214,214,0,137,137,0,170,170,0,146,146,0
54208,NIGER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54305,NIGERIA,192,192,0,143,143,0,192,192,0,57,57,0,170,170,0,18,18,0,4,4,0,0,0,0,171,171,0,784,784,0,1559,1559,0,713,713,0,521,521,0,368,368,0,1765,1765,0,2564,2564,0,2733,2733,0,2925,2925,0
54402,GUINEA-BISSAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54607,REUNION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54704,ZIMBABWE,15,15,0,39,39,0,46,46,0,48,48,0,20,20,0,21,21,0,33,33,0,56,56,0,31,31,0,25,25,0,23,23,0,20,20,0,19,19,0,9,9,0,8,8,0,7,7,0,6,6,0,5,5,0
55018,RWANDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,125,0,92,92,0,131,131,0,113,113,0,100,100,0,102,102,0,118,118,0,125,125,0
55107,SAINT HELENA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55204,SAO TOME AND PRINCIPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55301,SENEGAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,15,15,0,56,56,0,35,35,0,36,36,0,249,249,0,230,230,0,231,231,0,654,654,0,964,964,0,1123,1123,0,1081,1081,0
55409,SEYCHELLES,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,1,1,0,2,2,0,7,7,0,15,7,-8,16,16,0,21,21,0,27,27,0,31,31,0,29,29,0,7,7,0,9,9,0,9,9,0,9,9,0
55506,SIERRA LEONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55603,SOMALIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55719,SOUTH AFRICA,2451,2451,0,2759,2759,0,2260,2260,0,2691,2691,0,2998,2998,0,1899,1899,0,3376,3376,0,6487,6487,0,10042,10042,0,12354,12354,0,10116,10116,0,10056,10056,0,6875,6875,0,9998,9998,0,12965,12965,0,10776,10776,0,11001,10962,-39,11116,10965,-151
