cntry_code,cntry_name,market_value_residence_2003,market_value_nationality_2003,mv_difference_nat_vs_res_2003,market_value_residence_2004,market_value_nationality_2004,mv_difference_nat_vs_res_2004,market_value_residence_2005,market_value_nationality_2005,mv_difference_nat_vs_res_2005,market_value_residence_2006,market_value_nationality_2006,mv_difference_nat_vs_res_2006,market_value_residence_2007,market_value_nationality_2007,mv_difference_nat_vs_res_2007,market_value_residence_2008,market_value_nationality_2008,mv_difference_nat_vs_res_2008,market_value_residence_2009,market_value_nationality_2009,mv_difference_nat_vs_res_2009,market_value_residence_2010,market_value_nationality_2010,mv_difference_nat_vs_res_2010,market_value_residence_2011,market_value_nationality_2011,mv_difference_nat_vs_res_2011,market_value_residence_2012,market_value_nationality_2012,mv_difference_nat_vs_res_2012,market_value_residence_2013,market_value_nationality_2013,mv_difference_nat_vs_res_2013,market_value_residence_2014,market_value_nationality_2014,mv_difference_nat_vs_res_2014,market_value_residence_2015,market_value_nationality_2015,mv_difference_nat_vs_res_2015,market_value_residence_2016,market_value_nationality_2016,mv_difference_nat_vs_res_2016,market_value_residence_2017,market_value_nationality_2017,mv_difference_nat_vs_res_2017,market_value_residence_2018,market_value_nationality_2018,mv_difference_nat_vs_res_2018,market_value_residence_2019,market_value_nationality_2019,mv_difference_nat_vs_res_2019,market_value_residence_2020,market_value_nationality_2020,mv_difference_nat_vs_res_2020
35203,ANTIGUA AND BARBUDA,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35254,ARUBA,906,929,23,1114,1114,0,1189,1189,0,1272,1272,0,1102,1102,0,908,908,0,848,848,0,637,637,0,548,548,0,502,502,0,172,172,0,167,167,0,142,142,0,200,200,0,189,189,0,223,223,0,225,225,0,191,191,0
35319,"BAHAMAS, THE",1070,287,-783,872,300,-572,930,743,-187,458,252,-206,909,218,-690,525,347,-178,662,509,-153,766,622,-145,1294,884,-410,1705,830,-876,1040,741,-300,1354,707,-647,1044,890,-154,708,642,-66,1770,850,-920,3184,1015,-2169,2875,981,-1894,2349,1015,-1335
35602,BERMUDA,8668,2142,-6526,9862,2297,-7565,11232,2819,-8413,13566,1314,-12252,16727,1102,-15624,19214,1558,-17656,26829,1274,-25555,25380,1395,-23985,25404,1598,-23807,28458,2901,-25557,31949,4223,-27726,29749,4301,-25448,30061,4383,-25679,29480,4954,-24526,34292,6584,-27708,35806,10655,-25151,35397,12101,-23296,43543,19975,-23568
35718,BELIZE,52,52,0,34,34,0,9,9,0,25,25,0,32,32,0,49,49,0,59,59,0,133,133,0,290,290,0,44,44,0,63,63,0,321,321,0,330,330,0,43,43,0,43,43,0,53,53,0,83,83,0,52,52,0
35807,BRITISH VIRGIN ISLANDS,1330,89,-1241,747,97,-650,2449,684,-1765,2818,987,-1831,3687,823,-2865,2129,261,-1869,2121,213,-1907,3930,859,-3071,5130,287,-4843,6271,637,-5634,9424,736,-8688,13773,914,-12859,12064,1040,-11023,10911,1182,-9729,14355,1409,-12946,16540,3584,-12956,18577,4376,-14202,14527,2604,-11923
36137,CAYMAN ISLANDS,75668,12118,-63550,114378,13195,-101183,118399,14241,-104158,177889,9175,-168715,271785,9654,-262130,202368,7395,-194973,217465,9610,-207855,196476,29157,-167319,218194,8861,-209333,220324,16842,-203482,221497,9397,-212100,289259,9364,-279895,299947,6482,-293466,347238,12412,-334826,402653,12862,-389791,449866,13697,-436170,494479,18008,-476471,531267,19439,-511828
36161,"BONAIRE, SINT EUSTATIUS, & SABA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,0
36188,CURACAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3553,37,-3516,3776,240,-3536,2944,122,-2822,2258,110,-2148,2652,109,-2543,1288,129,-1159,1322,130,-1192,2089,147,-1942
36196,SINT MAARTEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,-52
36218,DOMINICA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,0,125,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36307,FALKLAND ISLANDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36404,FRENCH GUIANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36471,ST MARTIN & ST BARTHELEMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36706,GRENADA,6,6,0,2,2,0,2,2,0,16,16,0,14,14,0,9,9,0,10,10,0,19,19,0,28,28,0,25,25,0,20,20,0,19,19,0,28,28,0,34,34,0,38,38,0,44,44,0,38,38,0,35,35,0
36803,GUADELOUPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37001,AND SMALLER FRENCH ISLANDS IN THE WEST INDIES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37109,MONTSERRAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37206,NETHERLANDS ANTILLES,1369,234,-1135,1522,159,-1364,1844,151,-1693,1803,1038,-765,1287,147,-1139,1299,131,-1168,1119,85,-1034,1233,130,-1103,3863,75,-3788,4680,84,-4596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37303,SAINT KITTS AND NEVIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37508,SAINT LUCIA,0,0,0,49,49,0,98,98,0,66,66,0,62,62,0,37,37,0,15,15,0,19,14,-5,41,41,0,18,18,0,14,14,0,11,11,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,-264
37605,SAINT VINCENT AND THE GRENADINES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,10,0,1,1,0,1,1,0,1,1,0,1,1,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37702,SURINAME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,257,0,188,188,0,124,124,0,110,110,0,119,119,0
37818,TURKS AND CAICOS ISLANDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,119,119,0,121,121,0,108,108,0,416,416,0,407,407,0,325,325,0,42,42,0,42,42,0,42,42,0,41,41,0
40401,AFGHANISTAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40703,BAHRAIN,14,25,11,34,42,8,18,41,23,37,60,23,62,132,69,37,114,77,47,125,78,259,348,89,563,215,-348,379,288,-91,378,458,80,518,558,40,207,244,38,429,424,-5,985,987,1,1474,1625,150,2367,2527,159,2808,2930,121
40746,BANGLADESH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,-9,66,66,0,61,61,0,59,59,0,65,65,0,94,94,0,0,0,0,0,0,0
40819,BHUTAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41009,BRUNEI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41106,BURMA (MYANMAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41203,CAMBODIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41319,SRI LANKA,55,22,-33,49,49,0,19,19,0,30,30,0,115,115,0,80,80,0,793,793,0,1106,1106,0,1317,1317,0,1759,1759,0,2438,2438,0,2790,2790,0,2838,2838,0,3384,3384,0,3924,3924,0,3287,3262,-25,3312,3297,-15,1649,1643,-7
41408,"CHINA, MAINLAND",667,1159,492,1065,1464,399,1544,2442,899,1305,2336,1031,1466,2598,1132,1606,3068,1462,670,2801,2131,1572,4849,3277,1949,6812,4863,977,8177,7200,1043,11927,10884,1766,23085,21319,3017,22520,19503,1739,19403,17663,3105,27598,24493,5044,34142,29099,15197,48704,33508,33850,67269,33419
42005,HONG KONG,1419,5108,3689,1933,5261,3328,1731,5719,3988,1660,5283,3623,1739,6272,4534,3300,6732,3433,1456,6958,5502,2228,8097,5869,2906,7041,4135,2859,6691,3832,1917,6584,4667,3197,10252,7055,3043,8959,5916,3696,11614,7918,4394,11611,7217,6516,12455,5939,7219,14520,7301,7129,14973,7844
42102,INDIA,183,183,0,363,485,121,473,597,124,1025,1201,176,3296,3844,548,2362,3249,887,3352,4690,1338,4395,5522,1127,2873,5588,2715,2917,5296,2379,2921,6013,3092,7171,10976,3805,9022,10849,1827,9097,10609,1512,13102,16657,3555,12316,16057,3741,14547,19489,4942,11111,16484,5373
42218,INDONESIA,666,919,253,869,1190,321,1874,2406,532,2582,3043,461,3276,3992,716,4142,4537,395,7261,8264,1002,9582,10885,1303,11874,13124,1250,14638,15987,1349,13333,14574,1242,19741,20992,1252,21629,22696,1068,25921,26771,850,33399,34122,723,31972,32125,153,36324,36468,144,38330,38010,-319
42307,IRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42404,IRAQ,0,0,0,0,0,0,0,0,0,341,341,0,260,260,0,234,234,0,586,586,0,338,338,0,626,626,0,781,781,0,548,572,23,588,588,0,504,504,0,605,605,0,2047,2122,75,1908,1981,73,2001,2064,62,1747,1810,63
42501,ISRAEL,12292,12486,194,15254,15570,316,15183,15544,361,15487,15546,59,15278,15843,565,15130,15641,511,14369,14817,448,16703,17765,1062,18537,22365,3828,18509,23173,4664,16279,19944,3665,17644,20941,3297,16383,18162,1779,16451,26982,10531,16826,27070,10244,18025,26639,8614,18468,26843,8374,23247,31843,8596
42609,JAPAN,37175,39463,2289,36433,40287,3854,35072,38127,3055,46171,53277,7106,60325,66592,6267,53708,58321,4613,40532,45230,4698,46619,50500,3880,57379,60490,3110,61260,63536,2277,69152,71103,1952,83199,85246,2046,84331,85846,1515,91407,92700,1294,122775,124228,1453,148739,149336,598,164225,166546,2321,181575,182459,884
42706,JORDAN,17,17,0,22,22,0,32,32,0,33,33,0,28,28,0,26,26,0,26,26,0,31,31,0,49,49,0,89,89,0,924,924,0,1815,1815,0,3060,3060,0,3567,3567,0,4556,4556,0,4342,4381,39,3252,3252,0,2752,2752,0
43001,"KOREA, SOUTH",4217,4432,215,6905,7358,453,8243,8772,529,9507,9952,445,9859,10346,488,10450,10800,350,16328,16744,416,24890,25155,265,27580,28133,553,31311,31801,491,34255,34515,260,35812,36611,799,29007,29377,370,22754,22754,0,20309,20332,24,21268,21088,-180,19354,19282,-72,22145,22019,-125
43109,KUWAIT,0,0,0,12,12,0,0,0,0,7,7,0,7,7,0,6,6,0,4,25,20,3,19,16,3,35,32,1,36,35,0,26,26,23,49,26,1,33,33,9,682,674,1810,2402,592,1780,2350,570,1620,2239,620,1618,2261,644
43303,LAOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,0,52,52,0
43419,LEBANON,127,127,0,174,174,0,308,308,0,288,288,0,291,291,0,193,193,0,160,160,0,297,297,0,307,307,0,560,560,0,499,499,0,879,879,0,943,943,0,2604,2604,0,3859,3859,0,2269,2269,0,989,989,0,346,346,0
43508,MACAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,56,310,254,0,224,224,0,416,416,0,616,616,0,968,967,0,535,535,0,642,642,4,188,184,17,258,241,49,291,243,65,2288,2223
43605,MALAYSIA,3878,3929,50,4209,4209,0,4348,4351,3,4605,4614,9,6387,6514,127,5163,5261,98,6769,6891,122,10017,10043,26,10597,10584,-13,11862,11840,-21,12531,12788,257,9600,9857,257,11031,11189,159,10538,10538,0,11789,11953,163,9525,9916,391,10495,10480,-15,11356,11341,-14
43702,MALDIVES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,32,32,0,34,34,0,13,13,0
43818,MONGOLIA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,17,17,0,339,509,170,275,368,93,240,287,47,472,493,21,596,611,14,1073,1073,0,1043,1054,11,988,1003,15,725,735,10
44105,OMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,190,0,182,182,0,158,157,10,12,2,120,9,-112,12,177,165,379,506,127,1617,1751,133,2907,3006,99,3280,3381,101,3161,3247,86
44202,NEPAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44407,"KOREA, NORTH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44709,PAKISTAN,48,48,0,36,36,0,25,25,0,246,246,0,315,315,0,196,196,0,290,290,0,288,288,0,234,234,0,296,296,0,148,148,0,856,856,0,965,965,0,982,982,0,1298,1298,0,1250,1250,0,949,949,0,974,974,0
44806,PHILIPPINES,3403,3411,9,3468,3478,10,4111,4122,12,4939,4947,8,4560,4575,15,2816,2834,18,3216,3232,16,7419,7419,0,8079,8098,19,7302,7295,-7,7032,7015,-16,8164,8164,0,6397,6396,-2,6293,6293,0,6637,6637,0,6116,6217,101,6231,6373,142,8171,8394,223
45004,EAST TIMOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45101,QATAR,975,975,0,1384,1384,0,2483,2483,0,3939,4101,162,4320,4422,103,2794,2878,84,7173,7619,446,7361,8469,1108,7436,8450,1015,6528,7735,1207,5110,6232,1122,3480,5382,1902,2871,4351,1479,3187,4523,1336,3974,5409,1435,7305,9380,2075,11464,13893,2429,13524,15705,2181
45608,SAUDI ARABIA,0,0,0,0,0,0,14,14,0,52,82,30,91,144,54,45,107,62,57,105,47,36,67,32,0,55,55,0,90,90,0,267,266,0,686,686,3,372,369,3791,4144,353,7291,8334,1044,6900,8153,1254,12809,14528,1719,15509,17118,1609
46019,SINGAPORE,2951,3085,134,5113,4901,-211,6938,6896,-42,8518,9439,921,9069,9135,66,6453,6904,452,6649,6455,-193,7190,7471,282,9751,10648,896,9087,11638,2550,8217,9863,1646,9562,10626,1064,8858,8174,-685,8158,6984,-1174,10931,9566,-1365,12021,10409,-1612,11686,9571,-2115,12482,10163,-2318
46205,SYRIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46302,TAIWAN,258,258,0,331,331,0,789,789,0,220,220,0,168,178,10,223,259,36,227,262,35,377,442,65,346,341,-6,207,201,-5,168,954,786,287,1108,821,154,922,768,82,695,613,26,652,626,71,77,6,69,90,21,109,1264,1155
46418,THAILAND,835,843,8,1136,1152,16,1400,1414,14,1702,1611,-91,835,846,11,873,873,0,1239,1239,0,1953,1953,0,1862,1940,79,3221,3306,85,3686,3784,98,3270,3455,185,2727,2895,169,2952,3053,101,4387,4701,314,5697,6216,519,6461,6901,440,6050,6442,392
46604,UNITED ARAB EMIRATES,0,0,0,25,25,0,40,40,0,1154,1080,-74,3543,4627,1083,2898,3435,537,3515,4317,801,3863,6367,2503,4110,7456,3346,4589,7433,2844,4044,6280,2235,3899,6580,2681,3065,5312,2248,3333,4848,1515,7816,9393,1577,8680,10863,2184,11776,14109,2333,15113,19011,3898
46906,VIETNAM,81,81,0,113,113,0,306,306,0,238,238,0,237,237,0,193,193,0,243,243,0,674,674,0,681,681,0,731,731,0,699,699,0,699,699,0,761,761,0,517,517,0,517,517,0,621,598,-22,702,923,221,539,829,290
47104,YEMEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47201,WEST BANK AND GAZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50105,ALGERIA,48,48,0,22,22,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50202,ANGOLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,7,7,0,7,279,272,0,239,239,0,168,168,434,646,212,349,521,172,468,468,0,1383,1383,0,2175,2175,0,2159,2159,0
50504,BOTSWANA,2,2,0,4,4,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50806,BURUNDI,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51004,CAMEROON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,181,0,228,228,0,235,235,0,205,205,0,283,283,0,269,269,0
51209,"CAPE VERDE, REPUBLIC OF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,-5,0,0,0,0,0,0,0,0,0
51306,CENTRAL AFRICAN REPUBLIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51403,CHAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51519,COMOROS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51608,CONGO (BRAZZAVILLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,0,128,128,0,149,149,0,177,177,0,223,223,0,252,252,0,255,255,0,256,256,0,135,135,0,130,130,0,98,98,0,160,160,0,78,78,0
51705,CONGO (KINSHASA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51802,BENIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,162,0,125,125,0
51942,EQUATORIAL GUINEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52019,ERITREA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52108,ETHIOPIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,231,0,239,239,0,220,220,0,236,236,0,225,225,0,248,246,-1,228,224,-4
52302,DJIBOUTI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52418,GABON,0,0,0,0,0,0,0,0,0,0,0,0,292,292,0,194,194,0,252,252,0,204,204,0,164,164,0,190,190,0,382,382,0,319,319,0,376,376,0,489,489,0,561,561,0,491,491,0,654,654,0,681,681,0
52507,"GAMBIA, THE",30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52604,GHANA,1,1,0,1,1,0,1,1,0,1,1,0,173,173,0,99,99,0,214,214,0,335,335,0,414,414,0,532,532,0,700,700,0,898,898,0,1185,1185,0,1692,1692,0,3116,3116,0,2735,2735,0,2871,2871,0,3351,3351,0
52701,GUINEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53007,COTE D'IVOIRE (IVORY COAST),96,52,-43,95,95,0,92,92,0,95,95,0,158,158,0,61,61,0,261,261,0,178,178,0,284,284,0,711,711,0,780,738,-42,1014,1014,0,1852,1447,-405,1330,1330,0,1648,1648,0,1711,1711,0,2015,2015,0,2259,2259,0
53104,KENYA,15,15,0,15,15,0,17,17,0,8,8,0,8,8,0,7,7,0,6,6,0,5,194,188,9,207,198,8,219,211,54,257,203,1008,1148,140,902,1092,191,905,1130,226,652,863,211,1169,1329,160,1834,1931,98,1964,1981,16
53155,LESOTHO,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53201,LIBERIA,1739,273,-1465,1964,239,-1724,1576,246,-1330,1533,142,-1391,1718,304,-1413,1039,251,-787,1965,299,-1666,1876,239,-1637,1880,212,-1668,2163,212,-1952,1254,168,-1087,1366,265,-1101,1347,263,-1084,1017,80,-937,1407,54,-1353,1317,68,-1249,1492,55,-1438,4917,106,-4811
53309,LIBYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53392,SOUTH SUDAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53406,MADAGASCAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53503,MALAWI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53589,MALI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53708,MAURITANIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53805,MAURITIUS,112,3,-109,183,8,-175,48,47,-2,19,4,-15,87,79,-9,20,7,-13,33,16,-17,35,33,-2,50,44,-6,47,34,-13,90,77,-14,335,69,-266,210,42,-169,451,132,-319,624,118,-506,866,234,-632,1589,700,-889,1525,1065,-459
54003,MOROCCO,147,147,0,139,139,0,141,141,0,79,79,0,61,61,0,32,32,0,47,47,0,92,92,0,73,73,0,488,488,0,686,686,0,1738,1738,0,1889,1066,-823,1848,1549,-299,1763,1340,-422,1589,1217,-372,1980,1521,-460,2996,2599,-397
54089,MOZAMBIQUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,136,0,207,207,0,102,102,73,73,0,96,96,0,106,106,0,125,125,0,190,190,0
54127,NAMIBIA,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,165,0,129,129,0,87,87,0,121,121,0,293,293,0,277,277,0,215,215,0,138,138,0,174,174,0,146,148,2
54208,NIGER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54305,NIGERIA,238,238,0,158,158,0,194,194,0,79,79,0,227,227,0,96,96,0,5,5,0,1,1,0,195,195,0,808,808,0,1612,1593,-19,1014,1010,-3,804,804,0,621,621,0,2037,2037,0,2909,2909,0,3029,2916,-113,3074,3071,-3
